ID,COUNTRY,GOODCOMPLETE,CONSENT,GENDER,AGE,ETHNICITY,ABROAD,ABROAD_YEAR,MARITAL,MARITAL_TEXT,EMPLOYMENT,EMPLOYMENT_TEXT,INCOME,LE1,LE2,LE3,LE4,LE5,LE6,LE7,LE8,LE9,LE10,LE11,LE12,LE13,LE14,LE15,LE16,LE17,LE18,LE19,LE20,LE21,LE22,LE23,LE24,LE25,LE26,LE27,LE28,LE29,ATTENTION1,ATTENTION2,DASS1,DASS2,DASS3,DASS4,DASS5,DASS6,DASS7,DASS8,DASS9,DASS10,DASS11,DASS12,DASS13,DASS14,DASS15,DASS16,DASS17,DASS18,DASS19,DASS20,DASS21,EX1,EX2,EX3,EX4,EX5,RELG_UP,AFF_UP,RELG_NOW,SPIRIT_NOW,AFF_NOW,AFFILIATION,SBS1,SBS2,SBS3,SBS4,SBS5,SBS6,RELBEH1,RELBEH2,RELBEH3,RELBEH4,RELBEH5,LOCUS1,LOCUS2,LOCUS3,LOCUS4,LOCUS5,LOCUS6,GOD1,GOD2,GOD3,GOD4,GOD5,GOD6,GOD7,GOD8,GOD9,GOD10,GOD11,GOD12,GOD13,GOD14,SWLS1,SWLS2,SWLS3,SWLS4,SWLS5,DAQ1,DAQ2,DAQ3,DAQ4,DAQ5,DAQ6,DAQ7,DAQ8,DAQ9,DAQ10,DAQ11,DAQ12,DAQ13,DAQ14,DAQ15,JONG1,JONG2,JONG3,JONG4,JONG5,JONG6,JONG7,JONG8,JONG9,JONG10,JONG11,JONG12,HONEST,COMMENTS,DROP1,DROP2,CHECK,SBS,EDAS,DAQ
R_78m7UECgsUmqimV,Russia,1,"1,2,3,4,5,6",1,32,русская,2,NA,2,NA,1,NA,3,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,21,NA,2,1,2,2,2,2,1,1,2,3,3,4,3,2,1,2,3,2,2,2,3,5,4,2,4,1,4,2,3,6,2,Christian,3,3,4,3,3,4,2,1,2,0,1,0,1,3,1,1,1,4,0,4,2,0,4,0,-3,-3,-4,2,-3,-4,-3,-3,-3,-2,-3,3,3,5,7,7,7,7,7,8,4,3,0,2,7,2,7,0,1,0,-1,-2,0,1,-2,-1,-2,-4,-3,2,"Необычный опрос, психологически тяжелый",0,NA,0,3.333333333,-1.083333333,5.066666667
R_5BlOYI8dD1sFgmV,Russia,1,"1,2,3,4,5,6",1,24,украинка,2,NA,3,NA,4,NA,4,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,21,NA,2,2,1,3,2,3,2,3,3,2,3,2,2,3,3,2,2,3,3,3,2,2,3,3,2,4,4,2,3,3,2,Christian,2,3,3,2,2,3,2,1,3,0,1,-1,-1,1,0,0,0,1,0,2,1,1,0,0,0,0,1,0,2,0,1,-1,0,-2,-1,0,8,8,5,7,6,7,6,6,4,3,5,7,5,6,7,4,4,3,3,4,3,4,3,1,1,2,4,2,"мне понравилось отвечать на данные вопросы,они заставляют о многом задуматся.",0,NA,0,2.5,3,6
R_3kQtwxVPGEG81gx,Russia,1,"1,2,3,4,5,6",2,27,русский,1,15,3,NA,1,NA,6,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,"5,9,19",21,3,3,1,2,3,2,2,4,4,4,4,3,4,4,4,2,4,4,4,4,4,5,4,4,5,3,2,2,4,3,2,Christian,2,2,2,3,3,2,1,1,2,0,1,-4,-3,-3,-3,-3,-3,4,4,4,4,4,4,4,-4,0,1,-4,1,-4,1,-2,-2,0,-1,-3,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,4,4,4,4,4,4,4,4,4,4,4,4,2,NA,1,0,1,2.333333333,4,7.6
R_aXy2mWH5KFYpzoN,Russia,1,"1,2,3,4,5,6",1,27,Русская,2,NA,3,NA,1,NA,7,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,"1,4,5,6,12,15,17,20",21,4,3,1,1,2,4,3,4,4,1,4,2,2,3,3,1,1,3,1,4,1,4,4,5,3,2,6,2,5,8,2,Christian,3,4,4,4,4,4,6,1,3,0,0,-4,-4,-4,-4,-4,-4,4,4,4,4,4,4,4,-4,-4,-4,-4,-2,-4,-4,3,2,2,1,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,3.833333333,-4,0.4
R_8vu6Y1Vk2ULvgI5,Russia,1,"1,2,3,4,5,6",1,25,русская,2,NA,2,NA,2,NA,6,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,"2,4,11",21,2,1,2,1,2,2,1,3,3,2,1,2,1,3,2,3,1,3,3,3,3,4,2,2,3,3,5,2,5,5,2,Christian,4,4,4,4,4,4,4,2,2,2,4,-4,0,0,-4,0,0,2,4,2,2,2,0,4,-1,0,-4,0,-1,-4,-4,-1,1,1,-1,-3,8,2,8,8,8,0,8,5,8,1,7,8,8,4,8,0,0,-3,-2,-2,2,0,-3,-2,-2,-3,2,2,мне понравилось...,1,0,1,4,-1.083333333,6.066666667
R_1RAvNGrzWccjINL,Russia,1,"1,2,3,4,5,6",2,54,русский,1,2,3,NA,4,NA,5,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,"1,6,10,14,17,19",21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,1,2,1,1,2,Christian,0,0,0,0,0,0,3,0,1,0,1,2,2,2,2,2,2,4,0,4,0,4,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,3,7,7,6,5,2,3,7,3,1,5,3,1,1,2,3,3,0,2,0,0,1,0,0,3,1,0,1,нет,1,0,1,0,1.083333333,3.733333333
R_6W1WLp9HRONTIAB,Russia,1,"1,2,3,4,5,6",1,25,русская,2,NA,3,NA,7,? ????????? ???????,5,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,"1,3,12,14,17",21,3,1,1,1,2,2,1,2,3,1,3,3,3,2,2,2,2,2,3,4,1,3,2,2,3,2,3,2,5,4,2,Christian,2,2,4,0,2,3,5,2,2,0,0,-4,0,0,-4,-4,-4,4,4,4,3,4,4,4,-4,-4,-4,-4,-4,-4,-4,0,-2,0,-2,3,5,8,5,7,6,6,5,3,6,0,0,8,1,4,8,4,2,4,0,-3,3,3,2,-4,-4,-3,0,2,NA,1,0,1,2.166666667,0.333333333,4.8
R_0BCzRIP8k0Y8UND,Russia,1,"1,2,3,4,5,6",1,32,русская,2,NA,3,NA,1,NA,5,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"1,3,11,17",21,4,2,1,3,4,3,2,4,2,1,2,3,2,4,2,1,1,2,3,2,1,5,3,2,3,2,5,2,5,6,2,Christian,4,4,-4,3,3,4,4,1,2,0,3,-4,3,2,-2,0,0,3,3,3,2,1,2,3,-4,-4,-4,-2,2,-4,-4,1,-2,1,1,1,7,8,8,3,7,6,8,5,8,6,6,8,7,3,5,2,0,-2,-2,0,-3,-1,-2,-4,-1,-1,-1,2,"В начале опроса был вопрос не на русском языке ( указать почтовый индекс) именно он вызвал у меня некоторое затруднение ,так как не был переведен.",1,0,1,2.333333333,-1.25,6.333333333
R_beHiof5gcgAmaYB,Russia,1,"1,2,3,4,5,6",1,28,русская,2,NA,4,NA,7,? ???????,5,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,"2,3,4,5,11,15",21,3,4,1,2,3,3,1,3,4,1,3,4,3,4,4,1,1,3,3,3,2,5,2,4,2,4,0,26,5,6,2,Christian,0,4,4,4,4,4,0,0,4,0,4,0,2,3,4,4,2,4,4,4,4,4,4,4,-4,-4,-4,-4,-4,-4,-4,-3,-3,1,-3,-3,1,7,5,0,5,0,5,0,0,8,8,7,7,8,0,-1,4,4,3,4,4,4,4,4,4,4,4,2,Очень глубокое исследование.Заставило задуматься еще раз о своем бытие.,1,0,1,3.333333333,3.5,4.066666667
R_02HmfGWKX5Avl6R,Russia,1,"1,2,3,4,5,6",2,35,Европеец,2,NA,1,NA,1,NA,5,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,"1,3,6,8,9,11,19",21,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,1,2,1,1,2,Christian,2,0,0,-4,-2,4,0,0,1,0,0,-3,-3,-3,-3,-3,-3,0,0,2,0,0,2,0,0,0,0,0,0,0,0,-2,-2,-1,-2,-3,0,0,8,8,8,7,7,8,8,0,8,0,0,0,0,-3,-3,-3,-3,-4,-3,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,0,-3.583333333,4.133333333
R_6x9cMR8KOmSVoI5,Russia,1,"1,2,3,4,5,6",2,28,Русский,2,NA,2,NA,1,NA,4,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,"1,2,3,5,11,17,18",21,3,1,1,1,2,3,3,4,3,1,4,4,3,2,1,1,2,1,3,3,2,3,2,2,3,2,4,2,4,4,2,Christian,4,2,2,2,1,2,1,0,1,0,1,-2,-2,-1,-2,1,-1,2,3,3,2,3,2,3,-4,-4,-4,-4,-4,0,-4,-2,-2,1,2,2,3,6,8,4,8,7,7,5,8,2,8,8,1,6,6,3,3,-2,1,2,3,1,1,0,0,1,0,2,Много вопросов о смерти,1,0,1,2.166666667,1.083333333,5.8
R_8q2DS6vHiDGl217,Russia,1,"1,2,3,4,5,6",2,45,русский,2,NA,3,NA,1,NA,3,2,2,2,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,21,NA,1,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,3,1,2,1,3,2,2,2,2,2,1,5,2,Christian,3,3,2,2,3,4,0,1,1,0,0,0,0,-2,0,0,0,3,3,3,2,1,0,3,-4,-4,-3,-3,3,-4,-4,1,0,1,0,-2,7,5,1,3,2,6,3,2,1,5,0,5,6,5,6,3,4,3,4,2,2,4,3,3,3,2,3,2,NA,0,NA,0,2.833333333,3,3.8
R_3x98GUvGWS3GHNX,Russia,1,"1,2,3,4,5,6",1,24,европейскаяя,2,NA,2,NA,4,NA,6,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,"1,17",21,3,1,1,3,1,3,2,4,3,1,4,3,2,2,2,1,4,4,2,1,1,2,2,1,2,1,2,2,5,4,2,Christian,4,4,2,4,2,4,4,0,7,0,4,0,3,4,1,2,0,4,4,4,4,4,2,4,-4,-4,-4,-4,-4,-4,-4,3,0,3,0,3,0,3,0,4,8,8,2,0,4,0,3,8,0,0,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,3.333333333,-4,3.2
R_4VFw1NzEpplxaZf,Russia,1,"1,2,3,4,5,6",1,23,NA,2,NA,2,NA,4,NA,3,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,NA,1,1,3,1,4,3,1,2,4,1,4,2,1,1,1,1,1,4,4,4,1,5,3,1,5,2,0,25,0,0,2,Christian,-4,-4,0,0,0,4,0,0,0,0,0,-4,-4,0,-4,-4,-4,0,4,0,-4,-4,0,4,-4,-4,-4,0,4,-4,-4,-3,-3,-3,-3,-3,4,0,8,8,8,8,8,8,4,0,0,8,8,8,8,4,4,-4,-4,-4,4,-4,4,-4,4,-4,-4,2,NA,0,NA,0,-0.666666667,-0.666666667,5.866666667
R_ahsecJBIidFK71b,Russia,1,"1,2,3,4,5,6",1,30,русская,2,NA,3,NA,5,NA,6,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,NA,2,2,1,2,3,2,1,3,3,1,3,3,3,3,2,1,1,3,2,2,1,2,3,2,1,2,6,2,6,6,2,Christian,4,2,0,1,1,2,5,5,5,0,0,-3,-3,-4,-4,-3,-4,4,4,4,0,4,4,4,-4,-4,-4,-4,-4,-4,-4,2,2,3,1,0,4,7,5,4,6,7,8,4,5,0,4,8,7,7,5,0,0,0,0,0,1,2,0,2,2,2,2,2,"Это весьма странный опрос. от него веет недобрым, дьяволом.",0,NA,0,1.666666667,0.916666667,5.4
R_cZts9ekcwKO1dZj,Russia,1,"1,2,3,4,5,6",1,55,русская,2,NA,6,NA,3,NA,6,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,21,NA,2,1,2,1,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,1,1,3,4,3,3,1,4,2,2,6,2,Christian,2,1,1,0,3,0,4,3,3,1,2,0,0,0,0,0,0,0,3,3,3,0,3,3,-4,0,-4,-4,0,-4,-4,0,-3,1,-2,-2,7,5,8,6,7,5,7,8,6,5,4,7,4,6,7,2,3,3,3,3,3,3,3,0,3,0,3,2,"неординарная анкета ,но некоторые  вопросы о небытие (смерти )  дублируют друг друга",0,NA,0,1.166666667,2.416666667,6.133333333
R_1UfPGRlfoFtwCQ5,Russia,1,"1,2,3,4,5,6",2,37,русский,2,NA,3,NA,1,NA,7,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,"1,2,12,17",21,4,4,1,1,2,2,3,3,2,1,2,3,2,1,2,1,2,2,3,2,1,3,4,2,2,2,5,2,5,7,2,Christian,2,2,3,3,3,3,2,1,2,0,1,3,3,3,0,2,0,3,3,3,0,3,3,1,-2,0,3,-1,1,-3,-3,-2,-3,1,-2,-3,7,7,7,6,4,2,6,2,7,5,1,7,1,2,5,0,-3,2,-2,-3,-3,1,-2,2,2,0,2,2,"Опрос заставил задуматься,",1,0,1,2.666666667,-0.333333333,4.6
R_6SAkORjiE1U4DDn,Russia,1,"1,2,3,4,5,6",1,29,Русская,2,NA,2,NA,2,NA,5,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,"1,3,5,6,8,9,11,12,14,15,17,19,20",21,4,2,2,2,3,4,1,4,3,4,4,4,4,3,3,2,3,4,1,4,2,5,5,5,5,5,0,2,4,3,2,Christian,4,0,4,4,4,0,0,0,0,0,0,-1,0,0,0,0,0,4,4,4,4,4,4,4,-4,-4,0,-4,0,-4,-4,1,1,1,1,-3,8,8,8,8,8,4,8,8,8,0,8,8,4,4,8,4,4,4,0,4,4,-4,-4,-4,-4,-4,-4,2,NA,1,0,1,2.666666667,-0.333333333,6.666666667
R_6Ayxck57ljqgq21,Russia,1,"1,2,3,4,5,6",2,34,Русский,2,NA,1,NA,7,?????????,6,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,21,NA,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,3,2,1,3,3,1,2,3,2,2,Christian,3,3,4,4,4,4,4,1,1,0,0,0,0,0,0,0,0,-2,0,0,-2,-2,0,0,2,1,0,2,3,0,0,-1,-2,-1,-1,-3,0,0,5,0,3,0,0,7,0,0,6,0,0,0,0,-4,-4,-4,-4,-4,-4,-2,-4,-4,-4,-4,-4,2,Все вопросы и ответы на них были предельно ясны и не вызвали во мне каких-то противоречий,0,NA,0,3.666666667,-3.833333333,1.4
R_8ubTLQ7GbAdl9Vb,Russia,1,"1,2,3,4,5,6",1,38,Русская,2,NA,3,NA,1,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1,9,17,19",21,1,1,3,1,3,2,1,1,2,2,2,2,2,3,2,3,2,3,2,1,2,2,2,1,2,2,4,2,5,5,2,Christian,2,2,2,2,2,0,0,2,2,0,0,0,0,0,0,0,0,3,0,2,-4,0,0,2,-4,-4,-4,-4,2,-4,-4,0,-1,0,-1,1,2,7,7,7,7,3,2,7,6,4,2,4,4,1,2,2,-2,0,-2,-2,1,-2,0,-2,-2,-2,0,2,NA,1,0,1,1.666666667,-0.916666667,4.333333333
R_6zAB6blmELBBNOZ,Russia,1,"1,2,3,4,5,6",1,42,русский,2,NA,5,NA,1,NA,7,2,1,2,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,"1,5,11,17",21,1,3,1,1,2,1,1,2,1,2,2,2,3,3,1,1,2,3,1,1,2,3,2,2,1,3,2,2,4,4,2,Christian,1,2,3,4,4,3,2,5,1,0,0,0,2,3,0,2,3,4,4,3,3,4,4,4,-4,-4,-4,-1,0,0,-4,0,-1,1,-3,0,2,4,8,8,8,7,6,8,1,2,8,4,5,8,8,2,3,3,1,3,4,2,-1,3,-1,-1,2,1,NA,1,0,1,2.833333333,1.666666667,5.8
R_5oNoEL3rR4I51eB,Russia,1,"1,2,3,4,5,6",2,37,Русский,2,NA,2,NA,1,NA,3,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,"3,15",21,2,2,1,1,2,1,1,1,2,1,3,2,3,2,2,2,2,4,1,3,3,2,3,1,2,1,3,2,5,4,2,Christian,2,2,2,2,2,2,3,0,0,0,0,-4,0,0,0,0,0,4,4,4,4,4,4,4,-4,-4,4,4,4,-4,-4,-3,0,0,-3,-3,4,4,8,8,8,8,4,8,4,0,0,8,4,8,8,-4,0,0,0,-4,4,0,4,-4,4,4,4,2,Нет,1,0,1,2,0.666666667,5.6
R_e9B4hSPeaZE5aVT,Russia,1,"1,2,3,4,5,6",1,49,русская,2,NA,3,NA,5,NA,6,2,1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,"1,6,11,12,15",21,3,4,3,4,4,3,1,4,3,2,3,4,3,4,4,3,3,3,2,4,3,2,4,1,1,4,4,2,5,6,2,Christian,4,4,4,4,4,4,3,4,4,0,4,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,-4,0,4,-4,0,-3,-2,0,-1,-1,6,8,8,8,8,8,8,8,8,0,8,8,6,7,8,4,4,4,0,4,0,4,0,0,0,0,4,2,NA,1,0,1,4,2,7.133333333
R_42VWQNQ6H3NToON,Russia,1,"1,2,3,4,5,6",2,47,русский,1,9,3,NA,1,NA,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,"1,6,8,9,11,12,15,17",21,2,2,1,2,3,3,2,3,2,4,2,1,3,2,1,3,2,3,1,1,2,3,2,4,1,2,1,2,1,1,2,Christian,1,2,2,3,3,3,1,0,0,0,0,-1,-1,0,-1,0,-3,0,2,2,1,1,0,3,-4,-4,3,-4,3,-4,-4,0,-3,0,-3,0,7,0,0,0,1,0,3,0,3,0,0,7,0,0,0,0,3,-4,3,-4,1,-4,-4,-4,-4,-4,-4,2,очень необычно,1,0,1,2.333333333,-2.083333333,1.4
R_6rLx3hOZsJgBnlX,Russia,1,"1,2,3,4,5,6",2,35,русский,1,17,3,NA,1,NA,5,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,21,NA,2,1,2,2,2,3,2,3,2,1,2,2,2,3,1,3,2,2,2,1,1,1,2,1,1,1,4,2,4,4,2,Christian,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,0,4,4,4,4,4,0,4,-4,-4,-4,-4,0,-4,-4,0,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,NA,0,4,0,4
R_0uefRfpQO7bixpj,Russia,1,"1,2,3,4,5,6",2,42,Russian,2,NA,3,NA,1,NA,7,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,"1,2",21,3,2,2,3,3,3,2,3,2,2,3,3,3,2,2,1,2,1,2,4,2,1,2,1,1,2,1,2,2,2,2,Christian,0,0,2,2,3,-2,0,2,3,0,0,-2,-2,-3,-3,-3,-3,4,4,4,4,4,4,4,-4,-4,-4,-4,0,-4,-4,-2,-2,-1,-1,-3,2,4,6,5,6,6,4,1,0,2,2,3,2,0,4,0,1,-3,0,0,2,0,0,0,0,0,-3,2,NA,1,0,1,0.833333333,-0.25,3.133333333
R_bkC8owFJcefb8J7,Russia,1,"1,2,3,4,5,6",1,27,русская,2,NA,2,NA,2,NA,3,2,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,"1,3,9,11,14,15,17",21,1,1,3,2,3,2,1,2,2,2,3,2,3,3,3,1,1,2,1,4,4,2,4,4,1,1,5,2,6,7,2,Christian,3,0,4,3,3,3,8,6,6,0,5,0,0,4,4,4,4,4,4,4,0,3,0,0,0,0,0,0,0,0,0,3,3,3,3,2,4,4,5,7,6,0,2,6,4,0,4,5,0,4,4,-3,0,0,0,0,-3,0,-3,-4,0,-3,-4,2,NA,1,0,1,2.666666667,-1.666666667,3.666666667
R_2hNb2Kc1GMY1CcJ,Russia,1,"1,2,3,4,5,6",2,31,Европеец,2,NA,3,NA,1,NA,4,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,21,NA,2,1,1,4,2,3,1,2,1,1,3,3,3,2,1,1,1,3,2,2,2,4,3,2,3,2,4,2,4,3,2,Christian,4,4,3,3,3,2,3,2,1,0,0,2,2,1,-1,1,1,4,4,4,3,4,3,3,-4,-4,0,-4,0,-4,-4,2,-2,0,-3,-1,7,1,5,0,2,3,5,0,0,2,0,7,5,0,4,-2,-3,-3,-2,0,-4,-3,-3,-3,-3,-4,-4,2,NA,0,NA,0,3.166666667,-2.833333333,2.733333333
R_3mh6imZpbRfH9NH,Russia,1,"1,2,3,4,5,6",1,43,руссая,2,NA,6,NA,1,NA,4,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,21,NA,2,2,1,1,4,3,2,2,3,1,2,2,3,2,1,3,3,2,2,2,1,5,3,1,3,2,2,2,2,4,2,Christian,0,3,4,3,0,2,2,0,4,0,0,0,1,2,0,1,1,4,4,4,4,4,4,4,-4,-4,-4,-4,-4,-4,-4,-2,0,1,-2,-2,4,6,7,7,6,7,8,1,4,2,0,7,2,6,4,4,3,1,1,1,3,3,3,1,1,1,4,2,ОЧЕНЬ НЕОБЫЧНЫЕ ВОПРОСЫ. ЗАСТАВЛЯЮТ ЗАДУМАТЬСЯ.,0,NA,0,2,2.166666667,4.733333333
